Player,PLAYER_ID,Averages 25+ PPG?,Averages 20+ PPG?,Averages 15+ PPG?,Averages 10+ PPG?,Averages 10+ RPG?,Averages 5+ RPG?,Averages 7+ APG?,Averages 4+ APG?,Averages 1.5+ SPG?,Averages 1+ SPG?,Averages 1.5+ BPG?,Averages 1+ BPG?,Averages 3+ 3PM?,Averages 1+ 3PM?,Averages 30+ min per game?,Averages 20+ min per game?,Shoots 50%+ from the field?,Shoots 35%+ from three?,Shoots 80%+ from the line?,Averages 3+ offensive rebounds?,Averages 3+ turnovers?,Played 50+ games this season?,Played 70+ games this season?,Plays in the Eastern Conference?,Plays in the Western Conference?,Plays in the Atlantic Division?,Plays in the Central Division?,Plays in the Southeast Division?,Plays in the Northwest Division?,Plays in the Pacific Division?,Plays in the Southwest Division?,Is his jersey number less than 10?,Is his jersey number between 10 and 19?,Is his jersey number between 20 and 29?,Is his jersey number 30 or higher?,Is his jersey number an odd number?,Is he from the United States?,Is he from Europe?,Is he from Africa?,Is he from Canada?,Is he from Australia?,Is he from South America?,Did he play college basketball?,MPG,Is he 25 or younger?,Is he 30 or older?,Is he 6-8 or taller?,Is he 7 feet or taller?,Was he a first-round pick?,Was he a lottery pick (top 14)?,Was he undrafted?,Averages 5+ APG?,Averages 8+ RPG?,Shoots 40%+ from three?,Does his last name start with A-M?,Does his first name start with A-M?,Does his last name have more than 6 letters?,Does his first name end in a vowel?,Has he been an All-Star?,Has he been an All-Star 3+ times?,Has he won an NBA Championship?,Has he been All-NBA?,Has he won the MVP award?,Has he won Defensive Player of the Year?,Has he made an All-Defensive Team?
James Wiseman,1630164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14.62,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Jamir Watkins,1642364,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,20.64,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Jamison Battle,1642419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,8.47,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Jarace Walker,1641716,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,25.7,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Jared McCain,1642272,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,17.31,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Jaren Jackson Jr.,1628991,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,30.31,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Jarred Vanderbilt,1629020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,17.35,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Jarrett Allen,1628386,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,27.13,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Jase Richardson,1642859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,10.87,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Javon Small,1642914,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,20.24,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Javonte Cooke,1631451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4.93,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Javonte Green,1629750,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,17.63,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Jaxson Hayes,1629637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,18.28,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Jay Huff,1630643,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,20.97,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Jaylen Brown,1627759,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,34.41,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
Jaylen Clark,1641740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,13.05,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Jaylen Wells,1642377,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,26.39,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Jaylin Williams,1631119,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,19.65,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Jaylon Tyson,1642281,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,26.93,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Jayson Kent,1643257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4.49,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Jayson Tatum,1628369,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,32.62,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0
Jeff Green,201145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,5.83,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
Jerami Grant,203924,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,29.74,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Jeremiah Fears,1642847,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,25.75,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Jeremiah Robinson-Earl,1630526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,16.39,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Jeremy Sochan,1631110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,10.65,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Jericho Sims,1630579,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,19.67,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Jett Howard,1641724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,12.64,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Jevon Carter,1628975,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,16.37,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Jimmy Butler III,202710,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,31.1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
Joan Beringer,1642866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,7.85,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Jock Landale,1629111,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,22.15,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Joe Ingles,204060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,5.66,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0
Joel Embiid,203954,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,31.6,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
John Collins,1628381,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,27.12,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
John Konchar,1629723,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,19.9,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
John Poulakidas,1642967,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,19.5,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
John Tonje,1642910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,6.98,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Johni Broome,1641780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,4.98,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Johnny Furphy,1642277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,18.37,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Johnny Juzang,1630548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4.18,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Jonas Valančiūnas,202685,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,13.4,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Jonathan Isaac,1628371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,10.02,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Jonathan Kuminga,1630228,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,23.07,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
Jonathan Mogbo,1642367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,6.22,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Jordan Clarkson,203903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,17.77,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Jordan Goodwin,1630692,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,22.45,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Jordan Hawkins,1641722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,13.57,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Jordan McLaughlin,1629162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,6.4,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Jordan Miller,1641757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,22.08,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Jordan Poole,1629673,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,23.93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Jordan Walsh,1641775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,17.82,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Jose Alvarado,1630631,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,19.86,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Josh Giddey,1630581,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,32.06,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
Josh Green,1630182,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,15.65,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Josh Hart,1628404,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,30.21,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Josh Minott,1631169,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,17.01,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Josh Oduro,1642490,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,27.26,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Josh Okogie,1629006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,17.36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Jrue Holiday,201950,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,29.44,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1
Julian Champagnie,1630577,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,27.63,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Julian Phillips,1641763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,8.9,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Julian Reese,1642882,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,30.88,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Julian Strawther,1631124,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,15.1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Julius Randle,203944,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,33.04,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
Justin Champagnie,1630551,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,19.96,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Justin Edwards,1642348,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,15.27,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Jusuf Nurkić,203994,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,26.42,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
KJ Simpson,1642354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,12.88,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Kadary Richmond,1642955,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,22.27,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Kam Jones,1642880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,16.66,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Karl-Anthony Towns,1626157,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,30.96,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Karlo Matković,1631255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,14.71,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
Kasparas Jakučionis,1642857,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,17.82,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Kawhi Leonard,202695,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,32.07,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1
Keaton Wallace,1630811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,10.11,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Keegan Murray,1631099,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,34.48,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Kel'el Ware,1642276,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,22.13,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Keldon Johnson,1629640,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,23.31,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Kelly Olynyk,203482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,8.58,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Kelly Oubre Jr.,1626162,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,31.49,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Kennedy Chandler,1631113,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,32.29,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
Kenrich Williams,1629026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,15.27,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Kentavious Caldwell-Pope,203484,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,21.32,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
Keon Ellis,1631165,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,20.54,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Keshad Johnson,1642352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,8.74,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Keshon Gilbert,1642933,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,18.45,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Kevin Durant,201142,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,36.41,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0
Kevin Huerter,1628989,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,22.45,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Kevin Love,201567,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,16.56,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
Kevin McCullar Jr.,1641755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,7.38,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
